total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,win_rate,profit_loss_ratio,total_periods
1.1860423708704673,0.1392256707077839,0.10530168386498406,1.0372642364183948,-0.07811736201438861,0.625,1.576724075064852,72
