total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,win_rate,profit_loss_ratio,total_periods
1.1110421925368494,0.1326163298447567,0.10329531128149007,0.9934267932560551,-0.08539024906971375,0.5972222222222222,1.723083256586186,72
