total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,win_rate,profit_loss_ratio,total_periods
-0.1467283722139937,-0.034647183968707806,1.610597510155032,-0.0401386339921046,-0.8956603248181321,0.4074074074074074,2.38372531111101,54
