simulation_id,top_n,stop_loss,max_position,target_vol,annual_return,sharpe,max_drawdown,win_rate,total_return
54,11,0.1857209537807516,0.08538713765612495,0.2400914313819354,0.0,0,0.0,0.0,0.0
55,15,0.21114607913660025,0.14586271773132206,0.2911313034507097,0.0,0,0.0,0.0,0.0
56,13,0.21507922796628576,0.06843709206789632,0.2740258325567816,0.0,0,0.0,0.0,0.0
57,38,0.22341855278150397,0.059033696057760786,0.2500457275486361,0.0,0,0.0,0.0,0.0
58,27,0.2116317485414947,0.12709859255354786,0.2365777855067622,0.0,0,0.0,0.0,0.0
59,35,0.20215591406453634,0.056824970535409164,0.20228605008629558,0.0,0,0.0,0.0,0.0
60,43,0.1356259706938705,0.13370789907030292,0.17389311678642078,0.0,0,0.0,0.0,0.0
61,19,0.16003343393080374,0.09371933963572435,0.2407430884035811,0.0,0,0.0,0.0,0.0
62,45,0.17165723363203417,0.14155136772919139,0.19771673304271792,0.0,0,0.0,0.0,0.0
63,23,0.11243369825400314,0.12215328611219056,0.2799658001291468,0.0,0,0.0,0.0,0.0
64,40,0.17925551819458138,0.11104046670079576,0.2990005406037943,0.0,0,0.0,0.0,0.0
65,24,0.1654503747409834,0.14493067970577656,0.2628641643923359,0.0,0,0.0,0.0,0.0
66,17,0.2203163873540101,0.08966493730520543,0.1635722542930576,0.0,0,0.0,0.0,0.0
67,23,0.24668510031314062,0.1454086936539633,0.19330283932959572,0.0,0,0.0,0.0,0.0
68,32,0.18340075579638768,0.0635001277421207,0.16636644476486245,0.0,0,0.0,0.0,0.0
69,49,0.14840295824163754,0.09837549419324128,0.24757674716875736,0.0,0,0.0,0.0,0.0
70,30,0.10651011749472591,0.07699112223921949,0.2647786296833677,0.0,0,0.0,0.0,0.0
71,25,0.2386964995335394,0.10398427789081933,0.2888512246321068,0.0,0,0.0,0.0,0.0
72,27,0.23786735729179892,0.06620138778915846,0.21572585196179814,0.0,0,0.0,0.0,0.0
73,33,0.13794852519838618,0.13415296603100432,0.2852063474382666,0.0,0,0.0,0.0,0.0
74,35,0.20431166846599713,0.13464078493145573,0.28168367385619913,0.0,0,0.0,0.0,0.0
75,34,0.1113151820634654,0.14552363127234788,0.1975793575148098,0.0,0,0.0,0.0,0.0
76,50,0.12493231478638794,0.06546721408832362,0.2803350938310856,0.0,0,0.0,0.0,0.0
77,38,0.13252136598797368,0.11233325509049907,0.20635083778225896,0.0,0,0.0,0.0,0.0
78,24,0.1441740920259145,0.09742373087003696,0.1945303911840421,0.0,0,0.0,0.0,0.0
79,10,0.2493747062544056,0.08443837320442332,0.24736119881915894,0.0,0,0.0,0.0,0.0
80,34,0.20453875837957222,0.08515401611342188,0.19925718418276214,0.0,0,0.0,0.0,0.0
81,16,0.15763027470688298,0.09127935506067522,0.2445313122493716,0.0,0,0.0,0.0,0.0
82,18,0.21056510587645288,0.1204925549688953,0.24147477082480417,0.0,0,0.0,0.0,0.0
83,33,0.23728815125036595,0.10982860582681546,0.2345158391022688,0.0,0,0.0,0.0,0.0
84,10,0.24380536111117693,0.0959681512761131,0.20706295563491964,0.0,0,0.0,0.0,0.0
85,17,0.10867958466365611,0.05759334103696221,0.2322749582477215,0.0,0,0.0,0.0,0.0
86,33,0.1591782697912195,0.05777653440789571,0.23947282124781322,0.0,0,0.0,0.0,0.0
87,20,0.11601340989038267,0.05023393906257783,0.231853033274321,0.0,0,0.0,0.0,0.0
88,26,0.15034900971954449,0.14676993882070863,0.21666291791268022,0.0,0,0.0,0.0,0.0
89,17,0.12545198558433485,0.05052538185583849,0.15220005855693958,0.0,0,0.0,0.0,0.0
90,44,0.19702725425030856,0.06030937460137449,0.23805925615517262,0.0,0,0.0,0.0,0.0
91,44,0.15824025759848084,0.08145965568094109,0.17526665777140793,0.0,0,0.0,0.0,0.0
92,42,0.13440921185574245,0.1307430251816761,0.24638639534207843,0.0,0,0.0,0.0,0.0
93,14,0.13989068874463584,0.14620987857641177,0.2639016491884299,0.0,0,0.0,0.0,0.0
94,48,0.15405176428079023,0.1290013558791856,0.22506679636961122,0.0,0,0.0,0.0,0.0
95,50,0.13899247942813941,0.11905602324456406,0.23135454974696074,0.0,0,0.0,0.0,0.0
96,37,0.16798612702432467,0.10213006674135694,0.2927217839498987,0.0,0,0.0,0.0,0.0
97,16,0.10484739266644758,0.05867052118621836,0.2770751042058861,0.0,0,0.0,0.0,0.0
98,18,0.14196452607534185,0.14581707930039303,0.2871354773927205,0.0,0,0.0,0.0,0.0
99,17,0.16168100813082795,0.12583924139456815,0.27206494324793795,0.0,0,0.0,0.0,0.0
100,21,0.19041728230349478,0.11389493853342618,0.1663377512770097,0.0,0,0.0,0.0,0.0
101,43,0.14064364637726948,0.12590358455388498,0.1723487783955292,0.0,0,0.0,0.0,0.0
102,42,0.11997776878356246,0.12241033292731386,0.22899356959034392,0.0,0,0.0,0.0,0.0
103,32,0.11143005693987448,0.11372315797894868,0.18691044881969973,0.0,0,0.0,0.0,0.0
104,33,0.2410797740703075,0.14805768001799882,0.22150432125617386,0.0,0,0.0,0.0,0.0
105,46,0.16249585866077187,0.14033638126360248,0.20915479857275251,0.0,0,0.0,0.0,0.0
106,44,0.18717439317712395,0.11466649191171634,0.23241213576456798,0.0,0,0.0,0.0,0.0
107,49,0.23787648277533394,0.11931752114569247,0.2620313574203734,0.0,0,0.0,0.0,0.0
108,31,0.11241226300529593,0.055159580665871004,0.25732363606489117,0.0,0,0.0,0.0,0.0
109,36,0.2314992228888689,0.11699174645500392,0.22818511987280013,0.0,0,0.0,0.0,0.0
110,44,0.1827381808816105,0.05441654377101002,0.2733590128225587,0.0,0,0.0,0.0,0.0
111,10,0.12472513917055014,0.1088263756969931,0.21462931373070498,0.0,0,0.0,0.0,0.0
112,44,0.16168826748780538,0.14993534995658347,0.28450714347601835,0.0,0,0.0,0.0,0.0
113,46,0.21664034256028383,0.10558065814371796,0.16069204050827457,0.0,0,0.0,0.0,0.0
114,23,0.1720555122799532,0.09732101180813334,0.2931990045049961,0.0,0,0.0,0.0,0.0
115,12,0.24779290759982564,0.08128548565055875,0.24820396221470223,0.0,0,0.0,0.0,0.0
116,10,0.1565108454906911,0.06205225787864645,0.20701117634058078,0.0,0,0.0,0.0,0.0
117,14,0.2124367449964108,0.12310236714582816,0.1795731189859316,0.0,0,0.0,0.0,0.0
118,35,0.15894841734682888,0.06925990277856305,0.22187748441653998,0.0,0,0.0,0.0,0.0
119,23,0.22437463310597716,0.06152820212472844,0.17918374847779514,0.0,0,0.0,0.0,0.0
120,48,0.18536222037486214,0.09217626597305126,0.17494974116147133,0.0,0,0.0,0.0,0.0
121,36,0.1095267744385002,0.12953418379590972,0.24260276361194613,0.0,0,0.0,0.0,0.0
122,18,0.10552328014539872,0.12450645481202204,0.2284627086872677,0.0,0,0.0,0.0,0.0
123,24,0.12007781782009498,0.0554882614646475,0.25051440519164125,0.0,0,0.0,0.0,0.0
124,24,0.1020507947240496,0.09551436850361561,0.2894408816132984,0.0,0,0.0,0.0,0.0
125,35,0.11130385905286935,0.1022434576071169,0.229839032000856,0.0,0,0.0,0.0,0.0
126,22,0.2037571595753368,0.11445466506258221,0.23713980798941964,0.0,0,0.0,0.0,0.0
127,41,0.18015194125441947,0.11501673504432282,0.16344395087324132,0.0,0,0.0,0.0,0.0
128,48,0.21248661242049577,0.08646972494573059,0.25764536788629444,0.0,0,0.0,0.0,0.0
129,41,0.23697486283864644,0.1060677194003514,0.20998578102062343,0.0,0,0.0,0.0,0.0
130,13,0.18777242984882078,0.09810618838440864,0.29650878579938683,0.0,0,0.0,0.0,0.0
131,39,0.20891812661077722,0.1384998356523281,0.27347610233934905,0.0,0,0.0,0.0,0.0
132,46,0.2135621803063684,0.10302651326349001,0.22837215607741773,0.0,0,0.0,0.0,0.0
133,32,0.15667758239136798,0.09410321617481616,0.1684833981258249,0.0,0,0.0,0.0,0.0
134,48,0.13616272484944478,0.09044854496818508,0.2789123689920884,0.0,0,0.0,0.0,0.0
135,24,0.13075679927597875,0.10724277594334657,0.26996716431360324,0.0,0,0.0,0.0,0.0
136,38,0.13771636592676978,0.13039769794008976,0.17768776943055495,0.0,0,0.0,0.0,0.0
137,45,0.1412097695538863,0.10384014903807876,0.1942917433830465,0.0,0,0.0,0.0,0.0
138,22,0.13108414735120846,0.11616551750805415,0.2690110887221756,0.0,0,0.0,0.0,0.0
139,41,0.23173310012187884,0.1237855766906525,0.17778426698211144,0.0,0,0.0,0.0,0.0
140,16,0.2135498698258343,0.10201681098787319,0.28766287337570656,0.0,0,0.0,0.0,0.0
141,31,0.10703447016868299,0.09268170566548643,0.21367911377945428,0.0,0,0.0,0.0,0.0
142,37,0.14030087230379612,0.13766653778624494,0.1630558443881488,0.0,0,0.0,0.0,0.0
143,11,0.10332771130454525,0.09175060840278922,0.27236229652564214,0.0,0,0.0,0.0,0.0
144,15,0.17472477799688393,0.09619428505755875,0.20602645245575812,0.0,0,0.0,0.0,0.0
145,37,0.17143160451835213,0.1490341313341777,0.22897487912306713,0.0,0,0.0,0.0,0.0
146,37,0.22470572350937518,0.050023752357588464,0.16684565166168286,0.0,0,0.0,0.0,0.0
147,29,0.14616658596565743,0.06854729095767224,0.15038760222674735,0.0,0,0.0,0.0,0.0
148,39,0.22245786028195935,0.08839638899197258,0.24569778086899463,0.0,0,0.0,0.0,0.0
149,20,0.24519606481597345,0.14325899094252528,0.22727627555005972,0.0,0,0.0,0.0,0.0
150,37,0.11326123350484699,0.057002970574747104,0.23903078536847205,0.0,0,0.0,0.0,0.0
151,34,0.21877267592044494,0.05094854336284981,0.26906157755707744,0.0,0,0.0,0.0,0.0
152,48,0.1884933845706454,0.05526838359772286,0.246990887013429,0.0,0,0.0,0.0,0.0
153,42,0.17200689505277128,0.058854341061361816,0.17621601642410656,0.0,0,0.0,0.0,0.0
154,10,0.16308036679976126,0.05375967732062609,0.20411587786658997,0.0,0,0.0,0.0,0.0
155,36,0.21770023959164644,0.09797813268565048,0.28588366571816404,0.0,0,0.0,0.0,0.0
156,22,0.19590420354613636,0.10807572072273276,0.2654917050377518,0.0,0,0.0,0.0,0.0
157,50,0.22075670012790427,0.07716869710690041,0.2334955586905076,0.0,0,0.0,0.0,0.0
158,12,0.23547265880149393,0.08982873839756356,0.18834674967139084,0.0,0,0.0,0.0,0.0
159,48,0.1925895568145938,0.05916993351114302,0.19530907527521926,0.0,0,0.0,0.0,0.0
160,15,0.2470694087638567,0.08363704638284221,0.2597937101378452,0.0,0,0.0,0.0,0.0
161,17,0.19121317743128277,0.1022519191634523,0.2776761391279156,0.0,0,0.0,0.0,0.0
162,36,0.1954966482433424,0.12322718071846452,0.2507137004295922,0.0,0,0.0,0.0,0.0
163,18,0.18322234128133386,0.05033463620429793,0.27142949636526625,0.0,0,0.0,0.0,0.0
164,46,0.11365031365769955,0.09673107665376526,0.2649984202800609,0.0,0,0.0,0.0,0.0
165,42,0.20895955489753423,0.07970028764548823,0.17245559519354364,0.0,0,0.0,0.0,0.0
166,33,0.18211694603486672,0.13528218216919013,0.2135917219369953,0.0,0,0.0,0.0,0.0
167,24,0.16763656711241567,0.1215553315234242,0.17294757012428438,0.0,0,0.0,0.0,0.0
168,41,0.23657069176049095,0.10891085344708948,0.1852853377202977,0.0,0,0.0,0.0,0.0
169,41,0.1446939177312926,0.07772656456967736,0.2803889436976579,0.0,0,0.0,0.0,0.0
170,33,0.17854034140225167,0.14103391020575343,0.22093379484497733,0.0,0,0.0,0.0,0.0
171,50,0.2046462807240195,0.05451006772203232,0.23030371527639912,0.0,0,0.0,0.0,0.0
172,21,0.2194707663510816,0.06094675986791152,0.17676689478416582,0.0,0,0.0,0.0,0.0
173,48,0.16890202119192588,0.08916301405403561,0.19684076790731939,0.0,0,0.0,0.0,0.0
174,11,0.22631371225280644,0.062443755729685635,0.18453692526418047,0.0,0,0.0,0.0,0.0
175,12,0.21533766119730963,0.1456415697559425,0.18092792467776395,0.0,0,0.0,0.0,0.0
176,46,0.10993539667777988,0.12979893221433833,0.24569411899739552,0.0,0,0.0,0.0,0.0
177,26,0.10687918996069495,0.07589826516018136,0.18853257714685723,0.0,0,0.0,0.0,0.0
178,11,0.1931208526633137,0.10885542289732454,0.24480232290306275,0.0,0,0.0,0.0,0.0
179,11,0.15211201123381213,0.14823305150800817,0.15876819211628307,0.0,0,0.0,0.0,0.0
180,37,0.13136961866177713,0.13841989781315028,0.17126615902906528,0.0,0,0.0,0.0,0.0
181,32,0.18694749017076076,0.1100798446442198,0.1911810381000188,0.0,0,0.0,0.0,0.0
182,46,0.15123448156848177,0.14037239671752705,0.23955703753435373,0.0,0,0.0,0.0,0.0
183,41,0.1805895125071105,0.1489184909813359,0.2513761867631064,0.0,0,0.0,0.0,0.0
184,42,0.1690178738475358,0.12433528228936241,0.21640754501692905,0.0,0,0.0,0.0,0.0
185,10,0.18771491589237305,0.05649864094828941,0.21686863718658433,0.0,0,0.0,0.0,0.0
186,28,0.16004507333654222,0.09015802364254874,0.2586775277097927,0.0,0,0.0,0.0,0.0
187,11,0.20465013605453977,0.13378257352832454,0.15237316376483737,0.0,0,0.0,0.0,0.0
188,35,0.12701009085239479,0.0730569195805019,0.2011635036711331,0.0,0,0.0,0.0,0.0
189,41,0.20447521993406184,0.13306425177506245,0.2728060585678849,0.0,0,0.0,0.0,0.0
190,15,0.1617491821536292,0.062033876203499594,0.24048291153200582,0.0,0,0.0,0.0,0.0
191,41,0.23114764072816257,0.054694535714781306,0.20058406991331304,0.0,0,0.0,0.0,0.0
192,13,0.17728540822963162,0.08840906114912496,0.28582871884945105,0.0,0,0.0,0.0,0.0
193,20,0.24596655239051565,0.053673193742661364,0.2658934091174074,0.0,0,0.0,0.0,0.0
194,26,0.19029030933114402,0.14572702629833256,0.18973431708551,0.0,0,0.0,0.0,0.0
195,47,0.1335773598859481,0.13262056957939658,0.24679347562885753,0.0,0,0.0,0.0,0.0
196,33,0.2232685955266674,0.1300769687129875,0.2393626092283435,0.0,0,0.0,0.0,0.0
197,14,0.15176239417335802,0.11297779229961531,0.2101781871058474,0.0,0,0.0,0.0,0.0
198,43,0.15214288217240254,0.07163240230365535,0.2050434118807201,0.0,0,0.0,0.0,0.0
199,15,0.10477070222277478,0.10182603666763922,0.20153407121635558,0.0,0,0.0,0.0,0.0
200,31,0.1823072963811113,0.1097274072430341,0.24257336750934702,0.0,0,0.0,0.0,0.0
201,20,0.18016352555987844,0.10250315008602681,0.21636149047210043,0.0,0,0.0,0.0,0.0
202,25,0.15339872264079793,0.07602333679515273,0.2747794669877133,0.0,0,0.0,0.0,0.0
203,42,0.23413258943438886,0.10152479243147258,0.25044039242009425,0.0,0,0.0,0.0,0.0
204,18,0.1193122597449466,0.09911863408686265,0.16048974085641513,0.0,0,0.0,0.0,0.0
205,15,0.14951492699652333,0.14963357758067242,0.2460252335742249,0.0,0,0.0,0.0,0.0
206,25,0.14823741470200436,0.1397436148046204,0.19067211547502771,0.0,0,0.0,0.0,0.0
207,38,0.11384358793431192,0.096338074821562,0.2389217987480134,0.0,0,0.0,0.0,0.0
208,12,0.17217180910844399,0.11229373829351187,0.2520197896655177,0.0,0,0.0,0.0,0.0
209,29,0.20316770756441246,0.12478716040922284,0.1846243783731018,0.0,0,0.0,0.0,0.0
210,45,0.1767485520320892,0.053486516023382495,0.2185287967320553,0.0,0,0.0,0.0,0.0
211,28,0.12354665240742907,0.139492144122784,0.17854872942286015,0.0,0,0.0,0.0,0.0
212,35,0.1565928947863109,0.13601268164179237,0.15785083136797623,0.0,0,0.0,0.0,0.0
213,12,0.10038925365754699,0.09574320977737073,0.20677146352288037,0.0,0,0.0,0.0,0.0
214,28,0.230245166055338,0.08911697660803798,0.2044416407768988,0.0,0,0.0,0.0,0.0
215,29,0.11267755115210229,0.07729593748563149,0.29932207360563856,0.0,0,0.0,0.0,0.0
216,41,0.1895917123383146,0.09766768283303684,0.2169528526796463,0.0,0,0.0,0.0,0.0
217,16,0.24793854938002227,0.05443766635332368,0.20003543242083005,0.0,0,0.0,0.0,0.0
218,50,0.18048859689809987,0.13521935333470078,0.23707125100750118,0.0,0,0.0,0.0,0.0
219,42,0.23860626386611497,0.05354223684185451,0.16331510911616526,0.0,0,0.0,0.0,0.0
220,49,0.13541747996761067,0.0829051365369871,0.294249860393222,0.0,0,0.0,0.0,0.0
221,48,0.21399331134063784,0.14315894883189897,0.24524400683865497,0.0,0,0.0,0.0,0.0
222,27,0.1796898630960301,0.12352126545234528,0.26322567299112715,0.0,0,0.0,0.0,0.0
223,49,0.20807740920871973,0.07813909605775268,0.17557169072608764,0.0,0,0.0,0.0,0.0
224,10,0.10935120437668622,0.07526490939608851,0.21142167795078057,0.0,0,0.0,0.0,0.0
225,20,0.122160863785934,0.0505082139818026,0.2134033670094284,0.0,0,0.0,0.0,0.0
226,37,0.11996753928812175,0.11957142928497501,0.27327096658516303,0.0,0,0.0,0.0,0.0
227,34,0.20307482581049965,0.054878358167317315,0.15018550196391142,0.0,0,0.0,0.0,0.0
228,32,0.22666610089504433,0.10326025194007621,0.19512796625298826,0.0,0,0.0,0.0,0.0
229,40,0.2124424348012881,0.14621219725920498,0.2971854561516456,0.0,0,0.0,0.0,0.0
230,39,0.10457082291003914,0.06094688600544539,0.2212329815259328,0.0,0,0.0,0.0,0.0
231,44,0.23008224716120848,0.13944799309680675,0.20737894203660123,0.0,0,0.0,0.0,0.0
232,16,0.15312200061896883,0.1491475335145048,0.16797435030264696,0.0,0,0.0,0.0,0.0
233,25,0.15957457487561238,0.05615170262392351,0.29612469429420235,0.0,0,0.0,0.0,0.0
234,35,0.11573037497987214,0.13829062691374613,0.15300395338887365,0.0,0,0.0,0.0,0.0
235,11,0.21061078091407287,0.10160790204436167,0.2605770337510865,0.0,0,0.0,0.0,0.0
236,10,0.1273425817713937,0.140651371944458,0.26528997071827626,0.0,0,0.0,0.0,0.0
237,21,0.18459476380282547,0.10713189419195741,0.18654850740957998,0.0,0,0.0,0.0,0.0
238,14,0.22610649788168966,0.11621120101065646,0.25073376654195556,0.0,0,0.0,0.0,0.0
239,46,0.11338064930680844,0.10437789079973993,0.16393937165690847,0.0,0,0.0,0.0,0.0
240,41,0.18030033460232853,0.13644928803073483,0.18855708996481196,0.0,0,0.0,0.0,0.0
241,18,0.1349824617324702,0.12339099189537017,0.26818529824383974,0.0,0,0.0,0.0,0.0
242,50,0.15143902964173905,0.1021260312180415,0.279702928805031,0.0,0,0.0,0.0,0.0
243,44,0.17109549121458342,0.1368160804051547,0.24127296189896869,0.0,0,0.0,0.0,0.0
244,28,0.15326564549189572,0.07452855322553345,0.22602576477307237,0.0,0,0.0,0.0,0.0
245,25,0.1973234260437364,0.0657340659702526,0.17389560309284705,0.0,0,0.0,0.0,0.0
246,12,0.17193731526313755,0.06604001053300722,0.15946635496187253,0.0,0,0.0,0.0,0.0
247,29,0.1876299227071254,0.0834008878745238,0.16764735427103378,0.0,0,0.0,0.0,0.0
248,33,0.21052337130923693,0.07386900313010175,0.1841035950144148,0.0,0,0.0,0.0,0.0
249,42,0.1836613398925656,0.14300903505097387,0.20125117528453812,0.0,0,0.0,0.0,0.0
250,33,0.18798031519911387,0.0605834093828584,0.20713642882664807,0.0,0,0.0,0.0,0.0
251,20,0.18466878137839618,0.11989907380395877,0.20194826528835053,0.0,0,0.0,0.0,0.0
252,17,0.1568158938926934,0.06892215397850059,0.18585829982958985,0.0,0,0.0,0.0,0.0
253,45,0.15061702508078773,0.138163713277035,0.2264586370127547,0.0,0,0.0,0.0,0.0
254,47,0.23494710957175186,0.14613152881849073,0.2737929162349345,0.0,0,0.0,0.0,0.0
255,49,0.19113328334403593,0.09654700087699836,0.1919555307707219,0.0,0,0.0,0.0,0.0
256,29,0.1366529733196982,0.13790714802281315,0.29135805286533495,0.0,0,0.0,0.0,0.0
257,44,0.17473715467734102,0.05051451707547148,0.2810004992585772,0.0,0,0.0,0.0,0.0
258,34,0.1495522721921371,0.13199469174081,0.17426463170281645,0.0,0,0.0,0.0,0.0
259,44,0.2400537735639812,0.07286251615249235,0.26794139351356416,0.0,0,0.0,0.0,0.0
260,34,0.10113015447011121,0.1408701309269368,0.236188107347665,0.0,0,0.0,0.0,0.0
261,38,0.13379991965687923,0.05011201114801095,0.23498630432571277,0.0,0,0.0,0.0,0.0
262,27,0.15480352295110866,0.10561817350397569,0.20865641445872615,0.0,0,0.0,0.0,0.0
263,27,0.1731714701213107,0.12566358037849346,0.22517294987730144,0.0,0,0.0,0.0,0.0
264,11,0.22762262767542193,0.0758688330697908,0.20957681661438166,0.0,0,0.0,0.0,0.0
265,44,0.11318314368102159,0.0693132864587293,0.2309598928139914,0.0,0,0.0,0.0,0.0
266,25,0.2208797330111715,0.058409822446798466,0.24419250791589536,0.0,0,0.0,0.0,0.0
267,50,0.10834802340354631,0.08264335765032929,0.25114557096135726,0.0,0,0.0,0.0,0.0
268,45,0.22634710529472724,0.10598443123088294,0.22987217888391392,0.0,0,0.0,0.0,0.0
269,42,0.10774532168117693,0.061584385678025766,0.25821331009930976,0.0,0,0.0,0.0,0.0
270,13,0.10273637221425416,0.08766953619867987,0.17119170739132586,0.0,0,0.0,0.0,0.0
271,42,0.20454421935496322,0.0509072404652725,0.18179737363533577,0.0,0,0.0,0.0,0.0
272,23,0.24958833021525914,0.13186794204998417,0.2728102506111405,0.0,0,0.0,0.0,0.0
273,30,0.23449153944610313,0.06284487180931914,0.19837919667696227,0.0,0,0.0,0.0,0.0
274,29,0.18639976267084898,0.07833429482655815,0.15343407374641804,0.0,0,0.0,0.0,0.0
275,17,0.23760934196282973,0.05184277187382175,0.17306867245020466,0.0,0,0.0,0.0,0.0
276,16,0.10079500095964082,0.09322407838925123,0.1835421651744467,0.0,0,0.0,0.0,0.0
277,12,0.24626007444177136,0.13401215027412186,0.29359843318418805,0.0,0,0.0,0.0,0.0
278,26,0.17361231688881767,0.08921512114451965,0.23595621433962738,0.0,0,0.0,0.0,0.0
279,42,0.20843441449326636,0.06794973234238334,0.2899096110714382,0.0,0,0.0,0.0,0.0
280,21,0.2231292209730029,0.12536988340505192,0.23627450257449373,0.0,0,0.0,0.0,0.0
281,31,0.20776859062548306,0.12888069818707443,0.22190316602067775,0.0,0,0.0,0.0,0.0
282,31,0.18025550980673657,0.06737534753075668,0.1970591536791144,0.0,0,0.0,0.0,0.0
283,39,0.1714929226189618,0.12708541085409897,0.24095564166500633,0.0,0,0.0,0.0,0.0
284,47,0.2257873838053937,0.14472978882563378,0.17087970369262948,0.0,0,0.0,0.0,0.0
