simulation_id,type,top_n,stop_loss,max_position,target_vol,annual_return,sharpe,max_drawdown,win_rate,total_return
176,antithetic,34,0.1613660585217637,0.12064081557355068,0.28959580486872516,0.6869455626621769,0.25348379432359514,-0.09256170571244539,0.7066666666666667,32.222274591946636
177,original,17,0.20163465427634236,0.13093611554785137,0.16511670020661398,0.7130784215387672,0.23238448708634415,-0.10521772218093543,0.6266666666666667,32.25325601820679
178,antithetic,43,0.14836534572365762,0.06906388445214864,0.284883299793386,0.4909425559608293,0.3075168155157033,-0.07345369626177049,0.7733333333333333,14.358629945075796
179,original,44,0.10248817433917842,0.13101133946791807,0.15273327384773244,0.7983343298620128,0.26010873472117424,-0.09729501993241207,0.8133333333333334,54.46232104907906
180,antithetic,16,0.24751182566082156,0.06898866053208194,0.29726672615226757,0.4055312629622858,0.2523421148370469,-0.07986953382165217,0.6133333333333333,8.120798055412937
181,original,44,0.17681395874489214,0.13670723185801037,0.16416644411338926,0.7395057657201947,0.24143050867201968,-0.10521772218093545,0.6533333333333333,38.062060302396034
182,antithetic,16,0.17318604125510784,0.06329276814198964,0.28583355588661075,0.44883331181974406,0.29696643664254346,-0.1033011131032972,0.72,11.207343871705799
183,original,42,0.1339743662796907,0.14132405525564712,0.2524510160124535,0.7925966509762941,0.2576271593857784,-0.09729501993241206,0.7466666666666667,52.301258683895746
184,antithetic,18,0.21602563372030928,0.05867594474435289,0.1975489839875465,0.3754925276912757,0.27744100283270284,-0.06563487393537809,0.6666666666666666,7.187508187853645
185,original,14,0.1967759185614175,0.10113423988609378,0.16067829726903435,0.5891911714848701,0.24212323881342437,-0.08794111876414072,0.6666666666666666,19.698983907879736
186,antithetic,46,0.1532240814385825,0.09886576011390623,0.2893217027309657,0.6017491420126659,0.2737645564010216,-0.08467080972622235,0.7333333333333333,23.41305488971173
187,original,48,0.12615496435074872,0.10015162946871996,0.1978463445440642,0.6598146706124476,0.2712830851961549,-0.08004734985548209,0.7733333333333333,30.69957277421723
188,antithetic,12,0.22384503564925126,0.09984837053128005,0.2521536554559358,0.5332138878759689,0.24142355832142767,-0.08483960113180512,0.6533333333333333,15.090306542464766
189,original,50,0.2036406607153699,0.12982951789667752,0.2767312966454182,0.7254420944518029,0.23621971563280825,-0.10521772218093521,0.6266666666666667,34.69643938324712
190,antithetic,10,0.14635933928463007,0.0701704821033225,0.17326870335458183,0.6001662975239356,0.2739149355099902,-0.07770623331811599,0.7733333333333333,23.298696853337717
191,original,37,0.15801030194508062,0.11499639307777651,0.15349079036037389,0.6727284272067193,0.24858619747155578,-0.08652414369523485,0.7066666666666667,29.627919092645275
192,antithetic,23,0.19198969805491936,0.0850036069222235,0.2965092096396261,0.5261614620076154,0.25947411256692027,-0.09105580780481597,0.68,15.448099648072777
193,original,16,0.2405094983105102,0.12019668772577033,0.27217027238834035,0.6210350323384032,0.22846824285948458,-0.09722506955828661,0.6666666666666666,21.29146623315532
194,antithetic,44,0.10949050168948979,0.07980331227422968,0.17782972761165966,0.5581339317561013,0.3025787264906558,-0.05495542727560239,0.8266666666666667,20.336565822267815
195,original,18,0.120628141621899,0.1295792669436101,0.19227821621601,0.792821270774954,0.2579825731339747,-0.09729501993241216,0.7733333333333333,52.523237258653985
196,antithetic,42,0.22937185837810098,0.0704207330563899,0.25772178378399,0.4094519215562654,0.25595544264660036,-0.07287669299634252,0.6533333333333333,8.37037401071632
197,original,17,0.1511599526575388,0.13900053418175662,0.16772472414324843,0.7613175543519364,0.24862444564211267,-0.09729501993241207,0.6933333333333334,43.52629780574886
198,antithetic,43,0.1988400473424612,0.06099946581824339,0.2822752758567516,0.41117923551055857,0.286983584383477,-0.09436038374727954,0.6933333333333334,8.940260078208347
199,original,21,0.11702102818608837,0.08379951568515358,0.2545105748046226,0.5996615545437518,0.29742346544880505,-0.07296306032012546,0.8133333333333334,24.77862820588808
200,antithetic,39,0.2329789718139116,0.11620048431484643,0.19548942519537743,0.6179439752777652,0.22770468618552048,-0.0968624401140187,0.6666666666666666,20.957011461873424
