ts_code,error
002032.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002056.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002065.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002078.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002080.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002126.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002131.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002138.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002152.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002153.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002156.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002185.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002195.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002223.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002244.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002265.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002266.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002271.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002273.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002281.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002294.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002299.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002312.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002335.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002340.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002353.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002372.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002385.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002402.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002409.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002423.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002429.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002430.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002432.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002439.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002444.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002461.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002465.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002500.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002508.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002532.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002583.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002595.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002607.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002608.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002670.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002673.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002683.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002738.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002739.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002756.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002773.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002797.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002831.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002837.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002850.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002851.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002926.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002939.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002945.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002958.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002966.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
003021.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
003022.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
003035.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300001.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300003.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300017.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300024.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300037.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300070.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300073.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300100.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300115.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300136.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300140.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300285.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300339.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300346.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300373.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300383.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300390.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300395.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300432.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300450.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300454.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300458.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300474.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300487.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300496.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300529.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300570.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300601.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300604.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300623.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300627.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300676.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300677.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300679.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300699.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300718.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300724.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300748.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300751.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300757.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300857.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300919.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300957.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300972.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301200.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301301.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301308.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301358.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301498.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301536.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301611.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600004.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600007.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600008.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600021.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600032.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600038.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600060.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600062.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600095.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600118.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600126.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600131.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600132.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600141.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600143.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600153.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600157.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600170.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600171.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600299.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600312.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600316.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600329.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600332.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600339.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600348.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600352.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600363.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600369.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600378.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600380.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600390.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600392.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600398.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600435.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600483.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600486.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600487.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600497.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600498.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600499.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600511.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600516.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600517.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600521.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600528.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600535.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600536.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600546.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600549.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600562.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600563.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600566.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600578.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600580.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600582.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600583.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600598.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600601.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600602.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600606.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600637.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600642.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600655.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600663.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600673.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600699.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600704.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600707.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600720.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600765.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600808.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600816.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600820.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600862.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600863.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600871.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600873.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600879.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600884.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600885.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600901.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600906.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600909.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600927.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600959.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600967.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600968.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600970.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600977.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600985.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600988.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600995.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600998.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601000.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601001.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601016.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601019.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601098.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601106.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601108.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601118.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601128.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601139.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601156.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601168.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601179.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601198.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601212.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601216.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601228.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601233.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601333.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601399.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601555.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601567.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601577.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601598.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601608.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601611.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601615.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601665.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601666.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601699.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601717.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601799.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601865.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601866.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601918.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601928.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601958.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601965.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601966.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601997.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603049.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603087.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603129.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603160.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603179.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603225.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603228.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603233.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603290.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603298.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603338.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603341.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603345.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603379.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603444.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603486.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603529.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603565.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603568.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603589.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603596.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603605.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603606.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603650.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603659.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603688.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603699.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603728.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603737.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603766.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603786.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603806.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603816.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603833.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603858.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603885.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603899.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603927.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603939.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603979.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605358.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688002.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688017.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688018.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688019.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688027.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688037.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688052.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688065.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688099.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688100.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688114.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688120.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688122.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688172.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688183.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688192.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688220.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688234.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688235.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688248.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688266.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688278.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688281.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688295.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688297.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688347.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688349.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688361.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688363.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688375.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688385.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688387.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688425.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688469.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688475.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688520.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688525.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688538.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688561.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688563.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688578.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688599.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688617.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688629.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688676.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688702.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688728.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688772.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688777.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688778.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688819.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
