ts_code,error
002068.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002073.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002079.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002091.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002093.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002097.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002099.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002100.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002101.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002104.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002110.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002123.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002125.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002139.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002145.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002149.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002158.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002163.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002170.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002171.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002182.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002194.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002204.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002212.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002216.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002219.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002222.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002226.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002237.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002239.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002242.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002243.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002245.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002251.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002254.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002258.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002267.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002268.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002276.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002287.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002317.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002320.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002332.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002338.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002345.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002351.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002364.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002368.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002378.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002389.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002390.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002396.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002399.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002400.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002405.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002408.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002416.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002421.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002428.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002434.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002456.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002484.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002487.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002488.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002497.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002498.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002534.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002536.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002537.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002539.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002541.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002543.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002544.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002545.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002557.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002563.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002572.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002588.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002597.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002605.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002611.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002612.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002617.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002626.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002643.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002651.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002654.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002668.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002675.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002690.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002697.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002698.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002701.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002716.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002727.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002737.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002747.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002755.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002777.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002779.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002791.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002807.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002815.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002832.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002839.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002840.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002847.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002859.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002867.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002881.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002882.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002891.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002892.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002896.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002897.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002906.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002913.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002928.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002929.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002936.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002941.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002946.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002947.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002948.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002965.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002993.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
003006.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
003039.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300007.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300008.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300009.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300027.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300031.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300034.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300035.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300036.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300047.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300065.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300075.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300077.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300080.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300083.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300085.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300087.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300088.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300098.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300101.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300127.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300130.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300131.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300133.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300134.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300151.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300166.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300170.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300181.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300184.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300185.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300188.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300199.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300224.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300226.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300229.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300232.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300260.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300284.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300294.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300298.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300315.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300323.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300327.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300337.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300341.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300348.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300352.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300360.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300378.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300401.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300406.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300409.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300415.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300416.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300428.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300443.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300451.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300456.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300457.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300459.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300463.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300470.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300493.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300579.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300593.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300598.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300602.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300607.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300613.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300633.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300638.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300657.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300666.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300672.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300674.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300693.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300702.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300723.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300725.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300726.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300738.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300747.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300755.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300761.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300768.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300770.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300772.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300773.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300775.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300777.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300783.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300809.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300811.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300820.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300821.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300827.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300841.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300855.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300856.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300870.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300910.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300917.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300925.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
300926.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301000.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301004.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301015.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301018.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301039.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301047.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301050.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301061.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301071.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301078.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301091.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301095.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301101.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301109.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301127.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301155.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301171.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301175.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301207.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301215.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301238.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301262.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301263.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301267.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301268.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301291.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301293.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301325.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301327.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301345.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301363.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301376.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301377.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301381.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301392.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301458.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301500.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301522.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301551.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301556.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301565.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301571.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301592.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301600.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301602.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301606.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301626.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301631.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
301658.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600006.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600012.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600017.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600020.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600022.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600037.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600055.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600056.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600057.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600058.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600059.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600063.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600064.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600072.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600075.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600094.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600100.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600105.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600113.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600114.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600116.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600120.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600123.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600125.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600129.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600133.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600151.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600163.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600167.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600185.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600186.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600197.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600201.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600206.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600210.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600211.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600216.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600217.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600223.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600246.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600258.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600266.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600267.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600285.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600315.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600320.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600325.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600335.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600338.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600366.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600373.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600388.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600389.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600395.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600399.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600403.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600409.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600416.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600422.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600428.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600446.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
